source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'CleanTechnica'}",Zachary Shahan,"Tesla’s Strengths & Struggles, Kia EV9 Review, Solar Boom in South America — Top CleanTechnica Stories of the Week","Let’s stroll through some of the top stories of the past week and a half here on CleanTechnica. It’s been a bit of a wild week, particularly because of the happenings at a certain cleantech company, but there’s a lot more going on than that as well. Enjoy the…",https://cleantechnica.com/2024/04/20/teslas-strengths-struggles-kia-ev9-review-solar-boom-in-south-america-top-cleantechnica-stories-of-the-week/,https://cleantechnica.com/wp-content/uploads/2024/04/EV9-Header-Reflections-800x445.png,2024-04-20T17:49:56Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Let’s stroll through some of the top stories of the past week and a half here on CleanTechnica. It’s been a b… [+3873 chars]"
"{'id': None, 'name': 'CleanTechnica'}",Steve Hanley,EV Sales Continue To Increase In Norway,"Norway may have eliminated most of its major EV incentives, but sales of electric cars continue to climb higher anyway. 
The post EV Sales Continue To Increase In Norway appeared first on CleanTechnica.",https://cleantechnica.com/2024/05/02/ev-sales-continue-to-increase-in-norway/,https://cleantechnica.com/wp-content/uploads/2023/11/2023.10-volvo-ex30-barcelona-global-first-drive-event-KYLE-01-scaled-1.jpg,2024-05-02T21:45:54Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Norway has been a staunch supporter of the EV revolution for more than a decade. At various times, it has boo… [+5432 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",The Canadian Press,Electric cars and digital connectivity dominate at Beijing auto show,"BEIJING (AP) — Global automakers and EV startups unveiled new models and concept cars at China's largest auto show on Thursday, with a focus on the nation's transformation into a major market and production base for digitally connected, new-energy vehicles. T…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ce52babd-aa58-48cf-9af7-0abeabf0aafd,,2024-04-25T07:30:03Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]"
"{'id': None, 'name': 'CleanTechnica'}",Zachary Shahan,7 New High-Tech & Elegant Electric Cars Launching In China This Week,"The 2024 Auto China motor show is being held in Beijing this week. Being a massive electric vehicle market, there are numerous electric vehicles being launched at the show. In fact, there are reportedly at least 20 EVs being launched there! The ones below are…",https://cleantechnica.com/2024/04/21/7-new-high-tech-elegant-electric-cars-launching-in-china-this-week/,https://cleantechnica.com/wp-content/uploads/2024/04/New-Avatr-12-price.jpeg,2024-04-22T00:38:40Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
The 2024 Auto China motor show is being held in Beijing this week. Being a massive electric vehicle market, t… [+3276 chars]"
"{'id': None, 'name': 'Digitimes'}",Peng Chen,"Battery information sharing among Japan, EU, US aims to cut reliance on Chinese materials",Japan and the European Union have agreed to collaborate on a scheme to share information about battery material production locations and the supply chain. The move will help the two parties track lithium and other minerals in batteries and prevent materials f…,https://www.digitimes.com/news/a20240424PD205/battery-eu-japan-us-china.html,https://img.digitimes.com/newsshow/20240424pd205_files/1_b.jpg,2024-04-24T08:23:43Z,Japan and the European Union have agreed to collaborate on a scheme to share information about battery material production locations and the supply chain. The move will help the two parties track lit… [+2775 chars]
"{'id': 'news24', 'name': 'News24'}",Sithandiwe Velaphi,News24 | Two Eastern Cape accidents claim the lives of 11 people,"Eleven people, including two children, died in two separate accidents in the Eastern Cape on Monday.",https://www.news24.com/news24/southafrica/news/two-eastern-cape-accidents-claim-the-lives-of-11-people-20240422,https://cdn.24.co.za/files/Cms/General/d/8318/2b8906428cea494aa4bc626067c3e6af.jpg,2024-04-22T19:51:54Z,"Eleven people, including two children, died in separate accidents in the Eastern Cape on Monday.
The first accident, on Monday morning, was a head-on collision between a Toyota Avanza, with seven pe… [+292 chars]"
"{'id': None, 'name': 'Japan Today'}",,Gov't estimates Jan 1 quake cut Japan growth by ¥115 bil,"The government on Tuesday estimated that a deadly earthquake that hit central Japan on New Year's Day had a negative economic impact of up to 115.0 billion yen in the first quarter of 2024, equivalent to less than 0.1 percent of nominal gross domestic product…",https://japantoday.com/category/national/Gov%27t-estimates-Jan-1-quake-cut-Japan-growth-by-%C2%A5115-bil,,2024-04-23T21:55:51Z,"The government on Tuesday estimated that a deadly earthquake that hit central Japan on New Year's Day had a negative economic impact of up to 115.0 billion yen in the first quarter of 2024, equivalen… [+2306 chars]"
"{'id': None, 'name': 'Instapundit.com'}",Ed Driscoll,"OLD AND BUSTED AT THE WAPO: All The President’s Men. The New Hotness? WaPo Runs 5,000 Word Profil","OLD AND BUSTED AT THE WAPO: All The President’s Men. The New Hotness? WaPo Runs 5,000 Word Profile Of Man Imprisoned For Threatening Marjorie Taylor Greene. “What had made March 3, 2022 a different kind of day?” reads the Post story. “Maybe it was the [electr…",https://instapundit.com/644368/,https://instapundit.com/wp-content/themes/instapundit/images/opengraph-default.png,2024-04-27T20:44:30Z,"OLD AND BUSTED AT THE WAPO: All The President’s Men.
The New Hotness? WaPo Runs 5,000 Word Profile Of Man Imprisoned For Threatening Marjorie Taylor Greene.
What had made March 3, 2022 a different … [+2983 chars]"
"{'id': None, 'name': 'Sputnikglobe.com'}",Sputnik International,Chinese Premier Calls Tesla's Development Successful Example of China-US Cooperation,"BEIJING (Sputnik) - The development of US billionaire Elon Musk's electric carmaker Tesla is a successful example of trade and economic cooperation between China and the United States, Chinese Premier Li Qiang said on Sunday.",https://sputnikglobe.com/20240428/chinese-premier-calls-teslas-development-successful-example-of-china-us-cooperation-1118164455.html,https://cdn1.img.sputnikglobe.com/images/sharing/article/eng/1118164455.jpg?10712799281714321999,2024-04-28T16:33:18Z,"Get the latest news from around the world, live coverage, off-beat stories, features and analysis.
https://sputnikglobe.com/20240428/chinese-premier-calls-teslas-development-successful-example-of-ch… [+4752 chars]"
"{'id': 'newsweek', 'name': 'Newsweek'}",Joe Edwards,"Stock Markets Today: Apple Shares Up Pre-Market, Investors Await Jobs Report","The iPhone maker saw sales of its flagship mobile device drop, but had a positive outlook for the future.",https://www.newsweek.com/stock-markets-today-apple-sales-drop-unemployment-jobs-report-1896875,https://d.newsweek.com/en/full/2387541/apple-earnings-results-released.jpg,2024-05-03T10:16:15Z,"Global markets were up Friday, and U.S. stock futures rose ahead of the release of the March jobs report.
The Dow Jones and S&amp;P 500 each climbed nearly a percent, while the Nasdaq rose 1.5 perce… [+3074 chars]"
"{'id': 'newsweek', 'name': 'Newsweek'}",Jane LaCroix,Country Singer Kane Brown Takes Nasty Fall While Performing,"During his Austin show, the musician had quite the spill on stage, which was captured on camera.",https://www.newsweek.com/kane-brown-falls-mid-performance-austin-texas-1895344,https://d.newsweek.com/en/full/2385401/kane-brown.jpg,2024-04-29T20:52:15Z,"Entertainment gossip and news from Newsweek's network of contributors
Country music star Kane Brown experienced a dramatic tumble on April 28 while performing in Austin, Texas, during his In The Air… [+3155 chars]"
"{'id': None, 'name': 'Investing.com'}",Reuters,"Toyota to invest $1.4 billion in its Indiana plant, adding 340 new jobs","Toyota to invest $1.4 billion in its Indiana plant, adding 340 new jobs",https://www.investing.com/news/stock-market-news/toyota-to-invest-14-billion-in-its-indiana-plant-adding-340-new-jobs-3398720,https://i-invdn-com.investing.com/news/LYNXNPEB7Q0U9_L.jpg,2024-04-25T16:46:26Z,"(Reuters) - Toyota Motor (NYSE:TM) Corp said on Thursday it would invest $1.4 billion in its Princeton facility in Indiana to prepare for assembly of a three-row battery electric SUV.
This brings up… [+926 chars]"
"{'id': None, 'name': 'Investing.com'}",Reuters,"Toyota to delay EV production launch in US to 2026, Mid Japan Economist reports","Toyota to delay EV production launch in US to 2026, Mid Japan Economist reports",https://www.investing.com/news/stock-market-news/toyota-to-delay-ev-production-launch-in-us-to-2026-mid-japan-economist-reports-3396522,https://i-invdn-com.investing.com/news/LYNXNPEC0K08U_L.jpg,2024-04-25T04:46:03Z,"TOKYO (Reuters) - Toyota Motor (NYSE:TM) will delay the start of its electric vehicle (EV) production in the U.S. to the spring of 2026 from the proposed 2025 timing, the Mid Japan Economist newspape… [+186 chars]"
"{'id': None, 'name': 'Investing.com'}",Investing.com,Toyota and Argonne National Laboratory Investigate Recycling of Lithium-Ion Batteries,Toyota and Argonne National Laboratory Investigate Recycling of Lithium-Ion Batteries,https://www.investing.com/news/press-releases/toyota-and-argonne-national-laboratory-investigate-recycling-of-lithiumion-batteries-93CH-3407568,https://i-invdn-com.investing.com/news/news_six_pile_69x52._800x533_L_1419494215.jpg,2024-04-30T18:40:05Z,"Research project seeks to utilize a new process for recovering critical battery materials
Process can be used on end-of-life automotive batteries as well as manufacturing scrap
ANN ARBOR, Mich.
, … [+3684 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Ramish Cheema,12 Under-the-Radar Stocks With Massive Upside for 2024,"In this piece, we will take a look at the 12 under the radar stocks with massive upside for 2024. If you want to skip our overview of shareholder ownership...",https://finance.yahoo.com/news/12-under-radar-stocks-massive-142652607.html,https://s.yimg.com/ny/api/res/1.2/phOJKKjN8Cs9_Jaq68S9dg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/ed38af0a5ffc625b6778b4424aec06c7,2024-04-29T14:26:52Z,"In this piece, we will take a look at the 12 under the radar stocks with massive upside for 2024. If you want to skip our overview of shareholder ownership and how shares can jump if they come 'over'… [+10027 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Dong Cao and Filipe Pacheco,China Approves US Listing for Self-Driving Firm in Easing Sign,"(Bloomberg) -- China has greenlit a US listing by autonomous driving startup Pony.ai, raising the potential for an increase in Chinese tech initial public...",https://finance.yahoo.com/news/china-approves-us-listing-self-045024672.html,https://s.yimg.com/ny/api/res/1.2/mQK27X7m7JY6mNYTUPWGgA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzI-/https://media.zenfs.com/en/bloomberg_technology_68/4a11f9f914aa0be32d126ad12ca148a4,2024-04-24T04:50:24Z,"(Bloomberg) -- China has greenlit a US listing by autonomous driving startup Pony.ai, raising the potential for an increase in Chinese tech initial public offerings in New York after a more than two-… [+2133 chars]"
"{'id': None, 'name': 'Biztoc.com'}",pressroom.toyota.com,Toyota Charges Up Investment and Jobs in U.S. Manufacturing,"PRINCETON, Ind. (April 25, 2024) – Toyota will prepare for assembly of an all-new, three row battery electric SUV in the U.S. as part of a new $1.4 billion investment in its Princeton facility, affirming Toyota’s commitment to reinvesting profits in its U.S. …",https://biztoc.com/x/246a67815a726ed6,https://c.biztoc.com/274/og.png,2024-04-26T10:46:07Z,"PRINCETON, Ind. (April 25, 2024) Toyota will prepare for assembly of an all-new, three row battery electric SUV in the U.S. as part of a new $1.4 billion investment in its Princeton facility, affirmi… [+288 chars]"
"{'id': None, 'name': 'Biztoc.com'}",nytimes.com,Honda Commits to E.V.s With Big Investment in Canada,"Honda Motor on Thursday said it would invest $11 billion to build batteries and electric cars in Ontario, a significant commitment from a company that has been slow to embrace the technology. Like Toyota and other Japanese carmakers, Honda has emphasized hybr…",https://biztoc.com/x/670a141d1e54ea5d,https://c.biztoc.com/p/670a141d1e54ea5d/s.webp,2024-04-25T16:04:05Z,"Honda Motor on Thursday said it would invest $11 billion to build batteries and electric cars in Ontario, a significant commitment from a company that has been slow to embrace the technology.Like Toy… [+285 chars]"
"{'id': None, 'name': 'Biztoc.com'}",apnews.com,Edmunds: 2024 Kia Niro versus 2024 Toyota Corolla Cross,"Many car shoppers simply want a vehicle that’s practical, easy to drive and relatively inexpensive. High fuel economy is increasingly a popular desire as well. If this sounds like what you’re looking for in your next vehicle, consider the 2024 Kia Niro or the…",https://biztoc.com/x/ed73a4cf98c7f625,https://c.biztoc.com/p/ed73a4cf98c7f625/s.webp,2024-05-01T10:28:05Z,"Many car shoppers simply want a vehicle thats practical, easy to drive and relatively inexpensive. High fuel economy is increasingly a popular desire as well. If this sounds like what youre looking f… [+276 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investors.com,Stock Market: Ferrari Leads Fast-Moving Stocks,"Investors get a look under the hood of some fast-moving stocks in the coming week's earnings reports. Automakers Toyota (TM) and Ferrari (RACE), both up 27% year to date in the stock market, report. The Dow's second fastest moving stock Disney (DIS), sitting …",https://biztoc.com/x/90cb832fba07695b,https://c.biztoc.com/p/90cb832fba07695b/og.webp,2024-05-05T10:36:05Z,"Investors get a look under the hood of some fast-moving stocks in the coming week's earnings reports. Automakers Toyota (TM) and Ferrari (RACE), both up 27% year to date in the stock market, report. … [+284 chars]"
"{'id': None, 'name': 'Biztoc.com'}",motor1.com,"The New Toyota Tacoma TRD Pro Costs $65,395","The 2024 Toyota Tacoma starts at a reasonable $32,995 with the base four-cylinder engine. But you'll have to pay a bit more for the hybrid. The Tacoma Hybrid starts at $41,895 with destination included, while the off-road Trailhunter and TRD Pro trims get sig…",https://biztoc.com/x/fa532cdd3f2097ec,https://c.biztoc.com/p/fa532cdd3f2097ec/og.webp,2024-04-23T13:46:06Z,"The 2024 Toyota Tacoma starts at a reasonable $32,995 with the base four-cylinder engine. But you'll have to pay a bit more for the hybrid. The Tacoma Hybrid starts at $41,895 with destination includ… [+258 chars]"
"{'id': None, 'name': 'Biztoc.com'}",cbc.ca,EV sales have slowed. Do massive subsidies still make sense?,"Enormous investments in EV technology shook the automotive industry in both Canada and the U.S. this week. Honda promised to spend $15 billion in Ontario on Thursday morning. Toyota unveiled new investments in Indiana that afternoon, bringing its total spendi…",https://biztoc.com/x/dbc7a6d433de8c7d,https://c.biztoc.com/p/dbc7a6d433de8c7d/s.webp,2024-04-26T08:06:04Z,Enormous investments in EV technology shook the automotive industry in both Canada and the U.S. this week. Honda promised to spend $15 billion in Ontario on Thursday morning. Toyota unveiled new inve… [+273 chars]
"{'id': None, 'name': 'Biztoc.com'}",asia.nikkei.com,Toyota invest $1.4 bn to bolster EV output in U.S,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in North America. Toyota Motor Manufacturing, Indiana, which has m…",https://biztoc.com/x/297a3c1c49f061ad,https://c.biztoc.com/p/297a3c1c49f061ad/s.webp,2024-04-26T08:30:07Z,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in Nor… [+241 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investing.com,Foreign automakers eager for Chinese partners at Beijing auto show,Global automakers including Volkswagen (ETR: ) and Toyota came to this year's Beijing auto show looking to catch up to surging China EV makers that are dominating the world's largest auto market. The show that started this week showcased a marked shift in att…,https://biztoc.com/x/2885bbbd83c28867,https://c.biztoc.com/p/2885bbbd83c28867/s.webp,2024-04-29T03:56:03Z,Global automakers including Volkswagen (ETR: ) and Toyota came to this year's Beijing auto show looking to catch up to surging China EV makers that are dominating the world's largest auto market.The … [+283 chars]
"{'id': None, 'name': 'Biztoc.com'}",investorplace.com,Toyota Stock Is the Automaker to Bet On as Hybrid Vehicles Leave EVs in the Dust,"Don't ditch your EV stocks - just add a pro-hybrid holding with Toyota stock Good news – you don’t have to dump your Tesla (NASDAQ:TSLA) stock and other electric vehicle stocks to be prepared for what’s coming. Electric cars are crucial, but hybrid electric v…",https://biztoc.com/x/1154a6678c70e5f8,https://c.biztoc.com/p/1154a6678c70e5f8/s.webp,2024-04-26T16:34:14Z,Don't ditch your EV stocks - just add a pro-hybrid holding with Toyota stockGood news you dont have to dump your Tesla (NASDAQ:TSLA) stock and other electric vehicle stocks to be prepared for whats c… [+295 chars]
"{'id': None, 'name': 'Biztoc.com'}",investorplace.com,Toyota Stock Rises on the Virtue of Listening,"Automotive history repeats itself but with a twist When former Toyota (NYSE:TM) chief Akio Toyoda stated that a “silent majority” of auto manufacturing peers actually questioned the industry’s sharp pivot to electric vehicles ( ), many investors likely groane…",https://biztoc.com/x/84e9e4b485a3bcae,https://c.biztoc.com/274/og.png,2024-04-30T11:22:26Z,Automotive history repeats itself but with a twistWhen former Toyota (NYSE:TM) chief Akio Toyoda stated that a silent majority of auto manufacturing peers actually questioned the industrys sharp pivo… [+290 chars]
"{'id': None, 'name': 'Biztoc.com'}",nytimes.com,Can a ‘Not Charlotte’ Recipe Revive a Region?,"Scott Kidd didn’t expect a terribly busy job when he became the town manager of Liberty, N.C., a onetime furniture and textile hub whose rhythms more recently centered on a yearly antiques festival. Those quiet times, less than three years ago, soon became a …",https://biztoc.com/x/6cf935fa2a3ceb7a,https://c.biztoc.com/p/6cf935fa2a3ceb7a/og.webp,2024-05-04T08:16:08Z,"Scott Kidd didnt expect a terribly busy job when he became the town manager of Liberty, N.C., a onetime furniture and textile hub whose rhythms more recently centered on a yearly antiques festival.Th… [+294 chars]"
"{'id': None, 'name': 'Biztoc.com'}",japantimes.co.jp,Daihatsu’s new president sees potential in Africa and South America,"Daihatsu President Masahiro Inoue said he sees South America and Africa as growth markets for compact cars made by the Toyota subsidiary. Inoue, who took over in March after leading Toyota’s operations in Latin America, pointed at strong demand for compact ca…",https://biztoc.com/x/0d6cb8421841630f,https://c.biztoc.com/p/0d6cb8421841630f/s.webp,2024-04-24T06:42:04Z,"Daihatsu President Masahiro Inoue said he sees South America and Africa as growth markets for compact cars made by the Toyota subsidiary.Inoue, who took over in March after leading Toyotas operations… [+302 chars]"
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Japanese Automakers Toyota, Nissan Partner With Tencent, Baidu To Boost AI Capabilities In China","In a significant development, Japanese automakers Toyota Motor Corp TM and Nissan Motor Co NSANY have teamed up with Chinese tech behemoths Tencent Holdings Ltd TCEHY and Baidu Inc BIDU respectively. The goal of these partnerships is to enhance their artifici…",https://biztoc.com/x/399a9e8b898a594b,https://c.biztoc.com/p/399a9e8b898a594b/s.webp,2024-04-25T11:48:04Z,"In a significant development, Japanese automakers Toyota Motor Corp TM and Nissan Motor Co NSANY have teamed up with Chinese tech behemoths Tencent Holdings Ltd TCEHY and Baidu Inc BIDU respectively.… [+293 chars]"
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,TOYOTA NAMED OFFICIAL VEHICLES OF WORLD WIDE TECHNOLOGY RACEWAY,"MADISON, Ill., April 24, 2024 /PRNewswire/ -- Toyota cars and trucks will lead the fields at the upcoming NASCAR race weekend at World Wide Technology Raceway (WWTR), signaling the first-ever automotive manufacturer partnership for the 700-acre multi-purpose …",https://biztoc.com/x/9b282f27ae02b92b,https://c.biztoc.com/p/9b282f27ae02b92b/s.webp,2024-04-24T21:48:04Z,"MADISON, Ill., April 24, 2024 /PRNewswire/ -- Toyota cars and trucks will lead the fields at the upcoming NASCAR race weekend at World Wide Technology Raceway (WWTR), signaling the first-ever automot… [+293 chars]"
"{'id': None, 'name': 'Biztoc.com'}",barrons.com,Tesla's Competition Is Shining,"Tesla stock has been beaten by shares of an unlikely cohort of traditional auto makers so far this year. Through midday trading Monday, Tesla stock was down 42% this year. Shares of Ford, GM, Stellantis, and Toyota were up about 6%, 7%, 25%, and 36%, respecti…",https://biztoc.com/x/952903e1647981ec,https://c.biztoc.com/p/952903e1647981ec/s.webp,2024-04-23T16:40:22Z,"Tesla stock has been beaten by shares of an unlikely cohort of traditional auto makers so far this year.Through midday trading Monday, Tesla stock was down 42% this year. Shares of Ford, GM, Stellant… [+276 chars]"
"{'id': None, 'name': 'Biztoc.com'}",jalopnik.com,Get To Know The Redesigned 2024 Toyota Tacoma Hybrid,"You might think you already know all about the 2024 Toyota Tacoma, but just you wait: A whole slew of hybrid trims are coming, too, and we’ve finally been blessed with all the details about what those trims entail. Today, I’m giving y’all a rundown of the inf…",https://biztoc.com/x/ee2b3d14d09d5dc7,https://c.biztoc.com/p/ee2b3d14d09d5dc7/og.webp,2024-04-23T19:50:06Z,"You might think you already know all about the 2024 Toyota Tacoma, but just you wait: A whole slew of hybrid trims are coming, too, and weve finally been blessed with all the details about what those… [+230 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Cwm LLC Sells 2,459 Shares of Toyota Motor Co. (NYSE:TM)","Cwm LLC cut its holdings in Toyota Motor Co. (NYSE:TM – Free Report) by 5.3% during the 4th quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 44,354 shares of the company’s stock aft…",https://www.etfdailynews.com/2024/04/23/cwm-llc-sells-2459-shares-of-toyota-motor-co-nysetm/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/toyota-motor-logo-1200x675.jpg&w=240&h=240&zc=2,2024-04-23T11:00:43Z,"Cwm LLC cut its holdings in Toyota Motor Co. (NYSE:TM – Free Report) by 5.3% during the 4th quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The instituti… [+3718 chars]"
"{'id': None, 'name': 'autosport.com'}",Alex Kalinauckas,"How 12 years late, Hulkenberg is finally getting his shot at a ‘big’ F1 team","The name will be the same. 12 years after he left, Nico Hulkenberg is heading back to the Sauber Formula 1 team in 2025. Yet his circumstances are much changed and so are the team’s - and the championship overall from the final days of the V8 engine era.As th…",https://www.autosport.com/f1/news/how-12-years-late-hulkenberg-is-finally-getting-his-shot-at-a-big-f1-team/10603491/,https://cdn-9.motorsport.com/images/amp/2jX5z7p6/s6/nico-hulkenberg-haas-f1-team.jpg,2024-04-26T12:46:30Z,"The name will be the same. 12 years after he left, Nico Hulkenberg is heading back to the Sauber Formula 1 team in 2025. Yet his circumstances are much changed and so are the teams - and the champion… [+8916 chars]"
"{'id': None, 'name': 'Biztoc.com'}",247wallst.com,Ford Stock Hammered by Competitors,"The figures are straightforward. Over the past two years, Ford Motor Co. (NYSE: F) shares have gone down 14%. Meanwhile, shares of General Motors Co. (NYSE: GM) have risen 13%, the S&P 500 is up 19%, and Toyota Motor Corp. (NYSE: TM) stock has increased 36%. …",https://biztoc.com/x/6b082b859ce029e0,https://c.biztoc.com/p/6b082b859ce029e0/s.webp,2024-04-24T11:54:09Z,"The figures are straightforward. Over the past two years, Ford Motor Co. (NYSE: F) shares have gone down 14%. Meanwhile, shares of General Motors Co. (NYSE: GM) have risen 13%, the S&amp;P 500 is up … [+313 chars]"
"{'id': None, 'name': 'Biztoc.com'}",aol.com,Toyota and Nissan pair up with Tencent and Baidu for China AI arms race,"Japan's Toyota Motor will pair up with China's Tencent while Nissan will team up with Baidu, the companies said on Thursday, cross-border partnerships that highlight the importance of artificial intelligence for carmakers. The separate announcements from two …",https://biztoc.com/x/c827ccd75baf3247,https://c.biztoc.com/p/c827ccd75baf3247/s.webp,2024-04-25T08:54:07Z,"Japan's Toyota Motor will pair up with China's Tencent while Nissan will team up with Baidu, the companies said on Thursday, cross-border partnerships that highlight the importance of artificial inte… [+271 chars]"
"{'id': None, 'name': 'Biztoc.com'}",apnews.com,Electric cars and digital connectivity dominate at Beijing auto show,"Global automakers and EV startups unveiled new models and concept cars at China's largest auto show on Thursday, with a focus on the nation's transformation into a major market and production base for digitally connected, new-energy vehicles. Toyota and Nissa…",https://biztoc.com/x/3a3172ea13b586fd,https://c.biztoc.com/p/3a3172ea13b586fd/s.webp,2024-04-25T09:16:05Z,"Global automakers and EV startups unveiled new models and concept cars at China's largest auto show on Thursday, with a focus on the nation's transformation into a major market and production base fo… [+273 chars]"
"{'id': None, 'name': 'Biztoc.com'}",asia.nikkei.com,Toyota to invest $1.4 bn to bolster EV output in U.S,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in North America. Toyota Motor Manufacturing, Indiana, which has m…",https://biztoc.com/x/a227a0d87016914b,https://c.biztoc.com/p/a227a0d87016914b/s.webp,2024-04-26T09:40:09Z,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in Nor… [+241 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investing.com,"As Tesla struggles, Toyota hits record annual output, sales","Japanese car manufacturer Toyota Motor (NYSE: ) reported record-high global sales and production numbers on Thursday for the fiscal year ending March 31, buoyed by strong demand and the resolution of previous semiconductor supply issues. The report represents…",https://biztoc.com/x/f9ca5769de409732,https://c.biztoc.com/p/f9ca5769de409732/s.webp,2024-04-25T14:04:03Z,"Japanese car manufacturer Toyota Motor (NYSE: ) reported record-high global sales and production numbers on Thursday for the fiscal year ending March 31, buoyed by strong demand and the resolution of… [+303 chars]"
"{'id': None, 'name': 'Biztoc.com'}",asia.nikkei.com,Toyota to invest $1.4bn to bolster EV output in U.S,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in North America. Toyota Motor Manufacturing, Indiana, which has m…",https://biztoc.com/x/ff3137f146f12411,https://c.biztoc.com/p/ff3137f146f12411/s.webp,2024-04-26T15:30:10Z,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in Nor… [+241 chars]"
"{'id': None, 'name': 'Biztoc.com'}",nytimes.com,Honda Commits to E.V.s With Big Investment in Canada,"Honda Motor on Thursday said it and several suppliers would invest $11 billion to build batteries and electric cars in Ontario, a significant commitment from a company that has been slow to embrace the technology. Like Toyota and other Japanese carmakers, Hon…",https://biztoc.com/x/f14fe23a818a98ea,https://c.biztoc.com/p/f14fe23a818a98ea/og.webp,2024-04-25T21:28:07Z,"Honda Motor on Thursday said it and several suppliers would invest $11 billion to build batteries and electric cars in Ontario, a significant commitment from a company that has been slow to embrace t… [+286 chars]"
"{'id': None, 'name': 'Biztoc.com'}",asia.nikkei.com,Toyota invest $1.4 billion to bolster EV output in U.S,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in North America. Toyota Motor Manufacturing, Indiana, which has m…",https://biztoc.com/x/1c3fee625afeed79,https://c.biztoc.com/p/1c3fee625afeed79/s.webp,2024-04-26T04:32:05Z,"TOKYO -- Toyota Motor announced Friday that it will invest $1.4 billion to start production of electric vehicles at its factory in the U.S. state of Indiana in 2026, increasing its EV capacity in Nor… [+241 chars]"
"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,"Forget the Prius, these plug-in hybrids will bring out your inner race car driver","As automakers from Toyota to Lamborghini aim closer toward their long-term sustainability goals, plug-in hybrids are helping auto buyers get closer toward an electric future. Sales of plug-in hybrids as of recently, have increased so much that they have been …",https://biztoc.com/x/8d7927d6b4652a93,https://c.biztoc.com/p/8d7927d6b4652a93/s.webp,2024-04-26T20:16:08Z,"As automakers from Toyota to Lamborghini aim closer toward their long-term sustainability goals, plug-in hybrids are helping auto buyers get closer toward an electric future. Sales of plug-in hybrids… [+306 chars]"
"{'id': None, 'name': 'Biztoc.com'}",thestreet.com,New safety tests expose flaws in key automotive safety tech,"Crash prevention technology is a common feature found in popular vehicles from automakers such as Toyota (TM) , Honda (HMC) and General Motors (GM) . This essential piece of tech uses sensors, cameras and driver alerts to help prevent crashes and keep drivers…",https://biztoc.com/x/7509015d3c5d5a8d,https://c.biztoc.com/p/7509015d3c5d5a8d/s.webp,2024-04-25T19:32:10Z,"Crash prevention technology is a common feature found in popular vehicles from automakers such as Toyota (TM) , Honda (HMC) and General Motors (GM) . This essential piece of tech uses sensors, camera… [+279 chars]"
